"Table 5.21: Potential for tourism development and promotion in the area",""
"GND","Attraction Places"
"Naranpanawa west","Naranpanawa river"
"Maluwegma","Water bodies (5)"
"Kumbukkandura south","Kachcherigala"
"Gonawala south","Ancient christian church"
