"Table 5.1: Distribution of soil erosion hazard classes in MWS-007-1","","",""
"Category","Critical Range","Area  ha","Area"
"Very low","0-5 t ha-1 y-1","546.3","41.6%"
"Low","5-10 t ha-1 y-1","61.6","4.7%"
"Moderate","10-20 t ha-1 y-1","116.9","8.9%"
"High","20-50 t ha-1 y-1","207.4","15.8%"
"Very high",">50 t ha-1 y-1","381.5","29.0%"
