"Table 2.4: Monthly average temperature details of the MWS-007-1","",""
"Month..","Temperature","NA."
"","Maximum","Minimum"
"January","18.3","28.3"
"February","18.3","29.8"
"March","19.1","31.4"
"April","20.7","31.2"
"May","21.5","30.5"
"June","21.6","29.1"
"July","21.4","28.7"
"August","20.9","29.3"
"September","20.5","29.5"
"October","20.3","29.5"
"November","19.9","28.8"
"December","19.5","28.0"
