"Table 2.3: Monthly average rainfall details of the MWS-007-1",""
"Month","Monthly.Rainfall..mm."
"January","127"
"February","82"
"March","87"
"April","172"
"May","110"
"June","62"
"July","55"
"August","72"
"September","88"
"October","234"
"November","268"
"December","248"
"Annual","1604"
