"Table 2.6: Age group categorization of the population of MWS-010 (GN-wise)","","","","","","","","","","","","","",""
"GND No","GND Name","X0 4","X5 9","X10 14","X15 19","X20 24","X25 29","X30 34","X35 39","X40 44","X45 49","X50 54","X55 59","Above 60 years"
"501G","Hope*","341","336","337","339","338","308","270","266","258","248","223","198","456"
"499G","Kirimetiya2","47","47","45","30","25","312","43","52","38","29","31","31","106"
"501B","Muloya","187","215","249","267","267","273","225","186","188","173","167","239","421"
"501","Rahathun-goda","63","78","64","47","70","573","104","91","75","69","52","61","200"
"501F","Rookwood Estate**","188","161","168","163","474","483","139","131","121","120","146","134","394"
,"Total","826","837","863","846","1174","1949","781","726","680","639","619","663","1577"
