"Table 5.24: Deforestation and degradation drivers in the MWS-010","","","","",""
"Forest reserve","Rank value of Deforestation and Degradation","NA","NA  1","NA  2","NA  3"
,"Forest fires","Encroachments","Over grassing","Cutting for firewood","Land slides"
"Kirimetiya forest","1","-","2","4","3"
"Piduruthalagala Conservation Forest","1","3","-","2","-"
