Forest Reserve,Rank value of causes of forest fires,,,,
,Recklessness,To obtain fresh grass,Sabotaging,Malicious entertainment,Burning residues for agricultural activities
Kirimetiya forest,2,3,1,4,-
Piduruthalagala Conservation Forest,1,3,4,5,2
