"Table 5.9: Detail summary of rehabilitation costs in MWS-004-2",""
"V1","V2"
"Tank name","Tentative Estimate (LKR)"
"Moragolla Tank","486,420"
"Ambalammana tank","859,980"
"Total","1,346,400"
