"Table 2.3: Monthly average rainfall details of the MWS-004-2",""
"Month","Monthly.Rainfall..mm."
"January","97"
"February","67"
"March","97"
"April","187"
"May","120"
"June","87"
"July","73"
"August","85"
"September","97"
"October","242"
"November","252"
"December","211"
"Annual","1616"
