"Table 2.4: Monthly average temperature details of the MWS-004-2","",""
"Month","Temperature","NA"
,"Maximum","Minimum"
"January","18.5","28.5"
"February","18.5","30.1"
"March","19.3","31.8"
"April","21","31.6"
"May","21.8","30.9"
"June","21.9","29.5"
"July","21.7","29.1"
"August","21.2","29.7"
"September","20.8","29.9"
"October","20.5","29.9"
"November","20.1","29.2"
"December","19.8","28.3"
