"Table 5.36: Contents of the agriculture productivity improvement training",""
"Type","Total.annual.production.of.MWS.004.2"
"Rubber","1500 kg"
"Coconut","58500 nuts"
"Pepper","40000 kg"
"Coffee","2575 kg"
"Cloves","5800 kg"
