"Table 2.4: Monthly average temperature details of the MWS-033","",""
"Month","Temperature","NA"
,"Minimum","Maximum"
"January","14.0","22.5"
"February","13.8","23.9"
"March","14.4","25.4"
"April","15.9","25.6"
"May","16.6","25.6"
"June","16.5","24.2"
"July","16.2","24.0"
"August","16.0","24.3"
"September","15.8","24.4"
"October","15.7","24.0"
"November","15.5","23.3"
"December","14.9","22.4"
