"Table 5.35: Causes of forest fires in the MWS-033","","","",""
"Forest Reserve","Rank value of causes of forest fires","NA","NA  1","NA  2"
,"Recklessness","To obtain fresh grass","Sabotaging","Malicious entertainment"
"Meepanawa forest","1","-","-","2"
"Kandeyaya forest","1","-","2","3"
