"Table 5.34: Forest Plantation in the MWS-033","","","",""
"Beat","FA Division","Species","Extent  ha","Present status"
"Dixon’s corner","Senarathpura","Eucalyptus","51.3","Mature plantation"
"Nildandahinna","Paragahaarawa","Pine","18.6","Mature plantations"
