"Table 2.3: Monthly average rainfall details of the MWS-006-1",""
"Month","Monthly Rainfall  mm"
"January","153"
"February","99"
"March","102"
"April","210"
"May","146"
"June","94"
"July","94"
"August","99"
"September","122"
"October","278"
"November","297"
"December","278"
"Annual","1973"
