"Table 5.1: Distribution of soil erosion hazard classes in MWS-006-1","","",""
"Category","Critical Range","Area  ha","Area"
"Very low","0-5 t ha-1 y-1","383.5","31.3%"
"Low","5-10 t ha-1 y-1","81.3","6.6%"
"Moderate","10-20 t ha-1 y-1","147.0","12.0%"
"High","20-50 t ha-1 y-1","255.0","20.8%"
"Very high",">50 t ha-1 y-1","359.1","29.3%"
