"Table 5.1: Distribution of soil erosion hazard classes in MWS-015","","",""
"Category","Critical Range","Area  ha","Area"
"Very low","0-5 t ha-1 y-1","622.0","45.0%"
"Low","5-10 t ha-1 y-1","200.9","14.5%"
"Moderate","10-20 t ha-1 y-1","173.3","12.5%"
"High","20-50 t ha-1 y-1","104.4","7.6%"
"Very high",">50 t ha-1 y-1","280.9","20.3%"
