"Table 5.19: Causes of forest fires in the MWS-015","","","",""
"Forest Reserve","Rank of causes of forest fires","NA","NA  1","NA  2"
,"Recklessness","Sabotaging","Malicious entertainment","Burning residues for agricultural activities"
"Piduruthalagala
(Conservation forest)","1","4","3","2"
