"Table 5.16: Deforestation and degradation drivers in the MWS-015","","",""
"Forest Reserve","Rank value of Deforestation and Degradation","NA","NA  1"
,"forest fires","Cutting for firewood","Encroachments"
"Piduruthalagala Conservation Forest","1","2","-"
