"Table 5.17: Forest reserves and their protection status in MWS-015","","","","","",""
"Forest reserve","Total Extent","Extent in the MWS","Peripheral length  Km","Gazette  No","Gazette date","Length of boundary demarcated with concreate posts   Km"
"Piduruthalagala
(Conservation forest)","4,200",,"16.7","1527","14.12.2007","16.7"
