,GN Division,Extent (ha) ,,,,,
,,2025,,2026,,2027,
,,RP,DP,RP,DP,RP,DP
511 A,Deegalahinna,1,1,-,1,1,1
511 E,Elamulla,1.5,2,2,2,1,2
,Total,2.5,3,2,3,2,3
