"Table 6.30: Forest Plantation in the MWS-021-1","","","","","","",""
"Forest reserve","X","Rank value of Deforestation and Degradation","NA","NA  1","NA  2","NA  3","NA  4"
,"Forest fires","Encroachments","Over grassing","Cutting for firewood","Land slides","Gem mining","Illegal felling"
"Piduruthalagala Conservation Forest","1","3","5","2","4","-","6"
"Mahakudugala Conservation Forest","2","7","5","4","6","1","3"
