"Table 3.4: Monthly average temperature details of the MWS-021-1","",""
"Month","Temperature","NA"
,"Maximum","Minimum"
"January","13.4","22.3"
"February","13.4","23.6"
"March","13.9","24.9"
"April","15.4","24.9"
"May","16.3","24.6"
"June","16.2","22.9"
"July","16.0","22.5"
"August","15.7","23.0"
"September","15.4","23.2"
"October","15.2","23.2"
"November","15.0","22.8"
"December","14.4","22.1"
