"Table 5.41: Current situation of major export crops",""
"Export Crop","Annual Production kg"
"Coffee","24,600"
"Pepper","31,475"
"Cocoa","275"
"Vanilla","1,100"
"Clove","3,730"
"Cinnamon","3,800"
"Nutmeg","1,600"
"Ginger","9,710"
"Turmeric","10,310"
