"Table 2.3: Monthly average rainfall details of the MWS-012",""
"Month","Monthly Rainfall  mm"
"January","218"
"February","130"
"March","119"
"April","234"
"May","170"
"June","107"
"July","116"
"August","112"
"September","143"
"October","309"
"November","335"
"December","346"
"Annual","2339"
