 Year, Extent (ha),,Cost (Rs.),,,Community contribution,Project contribution
,RP,DP,RP,DP,Total,,Total
2025,8,10,"5,040,000","5,000,000","10,040,000",Labour and equipment cost are borne by the TSH,"10,040,000"
2026,7.5,10,"4,725,000","5,000,000","9,725,000",,"9,725,000"
2027,6.5,8,"4,095,000","4,000,000","8,095,000",,"8,095,000"
Total,22,28,"17,640,000","13,860,000","27,860,000",,"27,860,000"
