"Table 2.4: Monthly average temperature details of the MWS-012","",""
"Month","Temperature","NA"
,"Maximum","Minimum"
"January","27.2","17.3"
"February","28.7","17.3"
"March","30.0","18.0"
"April","29.8","19.5"
"May","29.2","20.3"
"June","27.8","20.4"
"July","27.4","20.2"
"August","28.0","19.8"
"September","28.1","19.5"
"October","28.2","19.2"
"November","27.6","18.9"
"December","26.8","18.4"
