"Table 5.1: Distribution of soil erosion hazard classes in MWS-012","","",""
"Category","Critical Range","Area  ha","Area"
"Very low","0-5 t ha-1 y-1","626.4","35.2%"
"Low","5-10 t ha-1 y-1","169.4","9.5%"
"Moderate","10-20 t ha-1 y-1","260.6","14.6%"
"High","20-50 t ha-1 y-1","356.7","20.0%"
"Very high",">50 t ha-1 y-1","368.1","20.7%"
