"Table 5.1: Distribution of soil erosion hazard classes in MWS-006-2","","",""
"Category","Critical.Range","Area..ha.","Area...."
"Very low","0-5 t ha-1 y-1","120.7","25.3%"
"Low","5-10 t ha-1 y-1","9.7","2.0%"
"Moderate","10-20 t ha-1 y-1","24.9","5.2%"
"High","20-50 t ha-1 y-1","69.2","14.5%"
"Very high",">50 t ha-1 y-1","252.4","52.9%"
