"Table 2.4: Monthly average temperature details of the MWS-006-2","",""
"Month.","Temperature","NA."
"","Maximum","Minimum"
"January","28.0","18.0"
"February","29.5","18.0"
"March","31.0","18.8"
"April","30.7","20.3"
"May","30.0","21.1"
"June","28.6","21.2"
"July","28.2","21.0"
"August","28.8","20.6"
"September","29.0","20.2"
"October","29.1","20.0"
"November","28.4","19.6"
"December","27.6","19.2"
