"Table 2.7: Occupational details of the community of MWS-006-2 (GN-wise)","","","","","","","","","","","","","","",""
"GND No","GND Name","Employment","NA","NA  1","NA  2","NA  3","NA  4","NA  5","NA  6","NA  7","NA  8","NA  9","NA  10","NA  11","NA  12"
,,"Executive/Manager","Clerk","Technical","Defence Sector","Foreign employment","Masonry","Carpenter","Animal Husbandry","Business","Apparel","Labour","Agriculture","Landholding farmer","Others"
"998","Bawlanawatta Janapadaya","0","0","2","2","15","3","1","100","10","25","700","150","0","46"
"1035","Maussawa","0","1","8","27","7","40","4","62","12","30","147","54","0","9"
,"Total","0","1","10","29","22","43","5","162","22","55","847","204","0","55"
