"Table 2.1: Administrative details of MWS-006-2","","","","","",""
"ID","GND.No","GN.Name","Total.Area.of.the.GN..ha..","Area.in.the.MWS..006.2..ha..","X..Area.belongs.to.MWS..006.2","Remarks"
"1","998","Bawlanawatta Janapadaya","286.1","251.2","87.8%",""
"2","1043","Greatweliya*","117.9","27.4","23.3%","Included in MWS-002-1"
"3","1035","Maussawa","301.9","156.4","51.8%",""
"4","996","Medagama Udagama*","511.7","42.0","8.2%","Included in MWS-005"
