"Table 2.5: GN-wise demographic details of the MWS-006-2","","","","",""
"GND.No","GND.Name","No..of.Houses","No..of.Families","Female","Male"
"998","Bawlanawatta Janapadaya","197","234","444","423"
"1035","Maussawa","291","317","527","521"
"","Total","488","551","971","944"
