"Table 2.3: Monthly average rainfall details of the MWS-006-2",""
"Month","Monthly Rainfall  mm"
"January","167"
"February","109"
"March","115"
"April","239"
"May","175"
"June","124"
"July","127"
"August","124"
"September","150"
"October","314"
"November","317"
"December","293"
"Annual","2255"
