"Table 2.4: Monthly average temperature details of the MWS-036","",""
"Month","Temperature","NA"
,"Minimum","Maximum"
"January","14.5","23.4"
"February","14.4","24.8"
"March","15.0","26.2"
"April","16.6","26.3"
"May","17.4","26.1"
"June","17.3","24.6"
"July","17.0","24.3"
"August","16.8","24.7"
"September","16.5","24.9"
"October","16.3","24.7"
"November","16.1","24.1"
"December","15.5","23.3"
