"Table 5.36: Suitable species for restoration and home garden enrichment","","","",""
"Forest Reserve","Rank value of causes of forest fires","NA","NA  1","NA  2"
,"Recklessness","To obtain fresh grass","Sabotaging","Malicious entertainment"
"Pahanthibukanda forest","1","2","-","3"
"Galketiwala forest","2","1","3","-"
