"Table 5.15: Estimate of cost of rehabilitation of tanks located in MWS-036",""
"Tank name","Cost"
"Sawen Idalaketiya Wewa","308,000"
"Punchagala Wewa","165,000"
"Thiththawel Kandura Wewa","352,000"
"Raththajja Loku Wewa","588,500"
"Raththajja Kuda Wewa","38,500"
"Raththriya Wewa","412,500"
"Getahewewa","845,850"
"Medawewa","2,403,500"
"Total","5,113,850"
