"Table 5.34: Forest Plantation in the MWS-036","","","","",""
"Forest reserve","Total Extent","Peripheral length in the MWS  Km","Gazette  No","Gazette date","Length of boundary demarcated with concreate posts  Km"
"Pahanthibukanda forest","698","17","-","-","17"
"Galketiwala forest","484","5.2","-","-","5.2"
