"Table 5.35: Causes of forest fires in the MWS-036","","","",""
"Beat","FA Division","Species","Extent  ha","Present status"
"Nildhandahinna","Pahanthibu kanda","Eucalyptus","22.8","Mature plantation"
"Nildhandahinna","Pahanthibu kanda","Pine","13.6","Mature plantations"
