"Table 5.33: Forest reserves and their protection status in MWS-036","","","","","",""
"Forest reserve","Rank value of Deforestation and Degradation","NA","NA  1","NA  2","NA  3","NA  4"
,"Forest fires","Encroachments","Cutting trees for timber poles","Gem mining","Land slides","Over grazing"
"Pahanthibukanda forest","1","5","6","4","2","3"
"Galketiwala forest","1","2","-",,"3","4"
