"Table 2.4: Monthly average temperature details of the MWS-103-1","",""
"Month","Temperature","NA"
,"Maximum","Minimum"
"January","28.6","18.6"
"February","30.3","18.7"
"March","31.9","19.4"
"April","31.8","21.1"
"May","31.2","21.8"
"June","29.7","21.9"
"July","29.3","21.7"
"August","30.0","21.3"
"September","30.2","20.9"
"October","20.7","30.2"
"November","29.3","20.2"
"December","28.4","19.9"
