"Table 5.7: Estimate for rehabilitation of “Kuruletiya Wewa” in 676 Ihala Gonagama GND","",""
"Item","Work Description","Amount  LKR"
"1","Minor repairs to the spill","10,000"
,"CIVIL COST","10,000"
"2","Contingencies 10%","1,000"
,"TOTAL COST","11,000"
