"Table 5.31: Forest reserves and their protection status in MWS-103-1","","","","",""
"Forest reserve","Total Extent  ha","Peripheral length  Km","Gazette No","Gazette date","Length of boundary demarcated with concreate posts  Km"
"Delgaslanda forest","7.58","2.1","-","-","2.1"
