"Table 2.3: Monthly average rainfall details of the MWS-103-1",""
"Month","Monthly Rainfall  mm"
"January","105"
"February","68"
"March","93"
"April","173"
"May","122"
"June","91"
"July","80"
"August","89"
"September","108"
"October","255"
"November","255"
"December","228"
"Annual","1667"
