ID,MWS,Group,Database,Layer,Name,Provider,Level,Geocode,Type,Discription,geojson,Year
1,MWS-020-2,Proposal,Soil and Water Conservation,Key activities proposed for soil and water conservation in MWS-020-2,,,,,,,https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/EXD/100_PRP/MWS_020_2/Table_6_1.geojson,
2,MWS-020-2,Proposal,Soil and Water Conservation,Details of Reported landslides in MWS-020-2,,,,,,,https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/EXD/100_PRP/MWS_020_2/Table_6_2.geojson,
3,MWS-020-2,Proposal,Minor tanks restoration,Details of minor tanks available in MWS-020-2,,,,,,,https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/EXD/100_PRP/MWS_020_2/Table_6_3.geojson,
17,MWS-020-2,Proposal,Water Resource Management,Estimate of domestic water supply and water source protection-related activities,,,,,,,https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/EXD/100_PRP/MWS_020_2/Table_6_17.geojson,
18,MWS-020-2,Proposal,Water Resource Management,Cost estimate of minor irrigation-related proposals with locations,,,,,,,https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/EXD/100_PRP/MWS_020_2/Table_6_18.geojson,
23,MWS-020-2,Proposal,Stream Reservation,Total Cost Estimate for Stream Reservation Proposals,,,,,,,https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/EXD/100_PRP/MWS_020_2/Table_6_23.geojson,
