"Table 6.36: Suitable species for restoration and home garden enrichment","","","",""
"Beat","FA Division","Species","Extent  ha","Present status"
"Mahakudugala","High forest","Pine","71.5","Mature plantation"
"Mahakudugala","High forest","Eucalyptus","0.7","Mature plantations"
