"Table 6.10: Summary of cost of rehabilitation of tanks located in MWS-028",""
"Name of the Tank","Cost"
"Madiththa Golla tank","3,470,000.00"
"Kithulgolla tank","2,700,000.00"
"Rukahthtana Madiththa","3,620,000.00"
"Pambe Ulpotha tnak","1,400,000.00"
"Bootewa tank","1,160,000.00"
"Total","12,350,000.00"
