"Table 3.3: Monthly average rainfall details of the MWS-028",""
"Month","Monthly Rainfall  mm"
"January","318"
"February","167"
"March","137"
"April","212"
"May","147"
"June","56"
"July","72"
"August","82"
"September","117"
"October","284"
"November","364"
"December","440"
"Annual","2397"
