"Table 6.35: Causes of forest fires in the MWS-028","","","","",""
"Forest reserve","Total Extent","Peripheral length  Km","Gazette No","Gazette date","Length of boundary demarcated with concrete posts  Km"
"Dalugolla forest","84.9","6.8","-","-","6.8"
"Malapattawa forest","64.6","4","-","-","4"
"Mailgasthenna forest",,,,,
