ID,Date,latitude,longitude,photopath,category,description
1740162793924,2025-02-21T18:33:13.924Z,6.8911104,79.9309824,https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Suggestion/photo/1740162789937_qgis.png,stream,input200
