ID,latitude,longitude,Date,category,description,photopath
1740404793312,6.871949768812941,80.0251899796836,2025-02-24T13:46:33.312Z,soil,4 වන යෝජනාව සහ තවත් ,https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Suggestion/photo/1740404790246_Screenshot%202023-03-15%20174159.png
